MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,Nº DE VÍT HD,MÊS ESTATISTICA,ANO_BO,MUNICIPIO_ELABORACAO,SEXO,IDADE_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA
Ubatuba,DM - Ubatuba,1,Outubro,2022,UBATUBA,Feminino,43,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ribeirão Preto,001 DP - Ribeirão Preto,1,Outubro,2022,RIBEIRAO PRETO,Feminino,38,Parda,TECNICO(A),HOMICÍDIO DOLOSO
São Carlos,001 DP - São Carlos,1,Outubro,2022,S.CARLOS,Feminino,62,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Itanhaém,003 DP - Itanhaem,1,Outubro,2022,ITANHAEM,Feminino,48,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ibiúna,DM - Ibiúna,1,Outubro,2022,IBIUNA,Feminino,63,Parda,OUTROS,HOMICÍDIO DOLOSO
Teodoro Sampaio,DM - Teodoro Sampaio,1,Outubro,2022,TEODORO SAMPAIO,Feminino,18,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Rio Claro,003 DP - Rio Claro,1,Outubro,2022,RIO CLARO,Feminino,33,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Diadema,004 DP - Diadema,1,Outubro,2022,DIADEMA,Feminino,28,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Guarulhos,004 DP - Guarulhos,1,Outubro,2022,GUARULHOS,Feminino,32,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Itaquaquecetuba,DM - Itaquaquecetuba,1,Outubro,2022,ITAQUAQUECETUBA,Feminino,40,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Itaquaquecetuba,DM - Itaquaquecetuba,1,Outubro,2022,ITAQUAQUECETUBA,Feminino,35,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mogi das Cruzes,002 DP - Mogi das Cruzes,1,Outubro,2022,MOGI DAS CRUZES,Feminino,22,Preta,OUTROS,HOMICÍDIO DOLOSO
Embu das Artes,001 DP - Embú,1,Outubro,2022,EMBU,Feminino,27,Parda,DESEMPREGADO,HOMICÍDIO DOLOSO
Taboão da Serra,002 DP - Taboão da Serra,1,Outubro,2022,TABOAO DA SERRA,Feminino,25,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,073 DP - Jaçanã,1,Novembro,2022,S.PAULO,Feminino,27,Branca,AUXILIAR ADMINISTRATIVO,HOMICÍDIO DOLOSO
São Paulo,047 DP - Capão Redondo,1,Novembro,2022,S.PAULO,Feminino,45,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,053 DP - Parque do Carmo,1,Novembro,2022,S.PAULO,Feminino,26,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,069 DP - Teotônio Vilela,1,Novembro,2022,S.PAULO,Feminino,31,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Sebastião,004 DP - São Sebastião,1,Novembro,2022,S.SEBASTIAO,Feminino,80,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Araçatuba,002 DP - Araçatuba,1,Novembro,2022,ARACATUBA,Feminino,19,Branca,ATENDENTE,HOMICÍDIO DOLOSO
Bragança Paulista,003 DP - Bragança Pta.,1,Novembro,2022,BRAGANCA PAULISTA,Feminino,23,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Jundiaí,005 DP - Jundiai,1,Novembro,2022,JUNDIAI,Feminino,34,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ribeirão Preto,003 DP - Ribeirão Preto,1,Novembro,2022,RIBEIRAO PRETO,Feminino,34,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Carlos,002 DP - São Carlos,1,Novembro,2022,S.CARLOS,Feminino,29,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Lins,003 DP - Lins,1,Novembro,2022,LINS,Feminino,26,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Santa Cruz do Rio Pardo,DM - Sta. Cruz do Rio Pardo,1,Novembro,2022,S.CRUZ DO RIO PARDO,Feminino,31,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Bertioga,DM - Bertioga,1,Novembro,2022,SANTOS,Feminino,45,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Sorocaba,009 DP - Sorocaba,1,Novembro,2022,SOROCABA,Feminino,33,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Sorocaba,009 DP - Sorocaba,1,Novembro,2022,SOROCABA,Feminino,11,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Sorocaba,009 DP - Sorocaba,1,Novembro,2022,SOROCABA,Feminino,13,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Palmital,DM - Palmital,1,Novembro,2022,PALMITAL,Feminino,22,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Euclides da Cunha Paulista,DM - Euclides da Cunha Pta.,1,Novembro,2022,EUCLIDES DA CUNHA PTA,Feminino,27,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Cordeirópolis,DM - Cordeirópolis,1,Novembro,2022,CORDEIROPOLIS,Feminino,26,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Piracicaba,002 DP - Piracicaba,1,Novembro,2022,PIRACICABA,Feminino,33,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Vargem Grande Paulista,DM - Vargem Grande Paulista,1,Novembro,2022,COTIA,Feminino,42,Branca,OUTROS,HOMICÍDIO DOLOSO
Osasco,002 DP - Osasco,1,Novembro,2022,OSASCO,Feminino,27,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,005 DP - Aclimação,1,Dezembro,2022,S.PAULO,Feminino,22,Parda,FAXINEIRO(A),HOMICÍDIO DOLOSO
São Paulo,074 DP - Jaraguá,1,Dezembro,2022,S.PAULO,Feminino,25,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,042 DP - Parque São Lucas,1,Dezembro,2022,S.PAULO,Feminino,34,Branca,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO
São Paulo,047 DP - Capão Redondo,1,Dezembro,2022,S.PAULO,Feminino,21,Parda,ATENDENTE DE TELEMARKETING,HOMICÍDIO DOLOSO
São Paulo,063 DP - Vila Jacuí,1,Dezembro,2022,S.PAULO,Feminino,26,Parda,CABELEIREIRO(A),HOMICÍDIO DOLOSO
São Paulo,055 DP - Parque São Rafael,1,Dezembro,2022,S.PAULO,Feminino,26,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mogi Mirim,003 DP - Mogi Mirim,1,Dezembro,2022,MOGI-GUACU,Feminino,49,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Araraquara,003 DP - Araraquara,1,Dezembro,2022,ARARAQUARA,Feminino,39,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Taiúva,DM - Taiuva,1,Dezembro,2023,TAIUVA,Feminino,42,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO
Monte Alto,DM - Monte Alto,1,Dezembro,2022,MONTE ALTO,Feminino,39,Branca,BALCONISTA,HOMICÍDIO DOLOSO
Catanduva,004 DP - Catanduva,1,Dezembro,2022,CATANDUVA,Feminino,46,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Riolândia,DM - Riolândia,1,Dezembro,2022,RIOLANDIA,Feminino,54,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Sorocaba,008 DP - Sorocaba,1,Dezembro,2023,SOROCABA,Feminino,57,Branca,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO
Sorocaba,011 DP - Sorocaba,1,Dezembro,2022,SOROCABA,Feminino,41,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Pirapozinho,DM - Pirapozinho,1,Dezembro,2022,PIRAPOZINHO,Feminino,71,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
Guarulhos,004 DP - Guarulhos,1,Dezembro,2022,GUARULHOS,Feminino,28,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Guarulhos,006 DP - Guarulhos,1,Dezembro,2022,GUARULHOS,Feminino,37,Parda,OUTROS,HOMICÍDIO DOLOSO
Guarulhos,009 DP - Guarulhos,1,Dezembro,2022,GUARULHOS,Feminino,28,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ferraz de Vasconcelos,001 DP - Ferraz de Vasconcelos,1,Dezembro,2022,FERRAZ DE VASCONCELOS,Feminino,2,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ferraz de Vasconcelos,DM - Ferraz de Vasconcelos,1,Dezembro,2022,S.PAULO,Feminino,23,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
